"Query","UTC DateTime","Response"
"experience",04/27/2017 05:17:33,"{""query"":""EXPERIENCE"",""intents"":[{""intent"":""workExperience"",""score"":0.692841351},{""intent"":""Education"",""score"":0.113633},{""intent"":""Internship"",""score"":0.06856591},{""intent"":""None"",""score"":0.06828958},{""intent"":""Interests"",""score"":0.06671212},{""intent"":""skills"",""score"":0.0420689},{""intent"":""languages"",""score"":0.0258806013},{""intent"":""extraCurricular"",""score"":0.007083235},{""intent"":""Research"",""score"":1.33897032E-07}],""entities"":[]}"
"seminars/presentations/moot courts",04/27/2017 05:17:33,"{""query"":""SEMINARS/PRESENTATIONS/MOOT COURTS"",""intents"":[{""intent"":""None"",""score"":0.344392926},{""intent"":""Internship"",""score"":0.113904215},{""intent"":""extraCurricular"",""score"":0.07716351},{""intent"":""Interests"",""score"":0.0497649126},{""intent"":""languages"",""score"":0.0458075069},{""intent"":""workExperience"",""score"":0.0162529144},{""intent"":""Education"",""score"":0.0152315293},{""intent"":""skills"",""score"":0.010784083},{""intent"":""Research"",""score"":1.2389782E-07}],""entities"":[]}"
"internship / professional",04/27/2017 05:17:33,"{""query"":""INTERNSHIP / PROFESSIONAL "",""intents"":[{""intent"":""Internship"",""score"":0.65219593},{""intent"":""None"",""score"":0.166057587},{""intent"":""Interests"",""score"":0.05365075},{""intent"":""languages"",""score"":0.03449424},{""intent"":""Education"",""score"":0.0335326381},{""intent"":""extraCurricular"",""score"":0.0271843988},{""intent"":""skills"",""score"":0.0214502066},{""intent"":""workExperience"",""score"":0.002269016},{""intent"":""Research"",""score"":9.795966E-08}],""entities"":[]}"
"trial advocacy court",04/27/2017 05:17:45,"{""query"":""Trial Advocacy Court"",""intents"":[{""intent"":""None"",""score"":0.2649764},{""intent"":""Internship"",""score"":0.06646872},{""intent"":""Interests"",""score"":0.0663525},{""intent"":""Education"",""score"":0.0447563231},{""intent"":""languages"",""score"":0.04188613},{""intent"":""extraCurricular"",""score"":0.0362701379},{""intent"":""skills"",""score"":0.02321013},{""intent"":""workExperience"",""score"":0.0120164212},{""intent"":""Research"",""score"":8.33873E-07}],""entities"":[]}"
"rajiv gandhi national university of law moot court competition",04/27/2017 05:17:45,"{""query"":""Rajiv Gandhi National University of Law Moot Court Competition"",""intents"":[{""intent"":""None"",""score"":0.4594842},{""intent"":""Internship"",""score"":0.151635751},{""intent"":""extraCurricular"",""score"":0.117527016},{""intent"":""languages"",""score"":0.0472171642},{""intent"":""Interests"",""score"":0.04201872},{""intent"":""workExperience"",""score"":0.0188494772},{""intent"":""Education"",""score"":0.007244328},{""intent"":""skills"",""score"":0.006359764},{""intent"":""Research"",""score"":2.58243844E-08}],""entities"":[]}"
"international model united nations",04/27/2017 05:17:45,"{""query"":""International Model United Nations"",""intents"":[{""intent"":""None"",""score"":0.295224965},{""intent"":""Internship"",""score"":0.08266514},{""intent"":""Interests"",""score"":0.0591978841},{""intent"":""extraCurricular"",""score"":0.04919569},{""intent"":""languages"",""score"":0.04340973},{""intent"":""Education"",""score"":0.0292365178},{""intent"":""skills"",""score"":0.0171178486},{""intent"":""workExperience"",""score"":0.013556256},{""intent"":""Research"",""score"":3.89874657E-07}],""entities"":[]}"
"indian",04/27/2017 05:17:45,"{""query"":""Indian"",""intents"":[{""intent"":""None"",""score"":0.18443577},{""intent"":""Education"",""score"":0.156042561},{""intent"":""Interests"",""score"":0.09397894},{""intent"":""skills"",""score"":0.0587119},{""intent"":""languages"",""score"":0.03747309},{""intent"":""Internship"",""score"":0.0331184343},{""intent"":""extraCurricular"",""score"":0.0138081871},{""intent"":""workExperience"",""score"":0.008253962},{""intent"":""Research"",""score"":8.84530346E-06}],""entities"":[]}"
"interests and activities",04/27/2017 05:17:45,"{""query"":""INTERESTS AND ACTIVITIES"",""intents"":[{""intent"":""extraCurricular"",""score"":0.232448757},{""intent"":""Interests"",""score"":0.173144639},{""intent"":""None"",""score"":0.1079245},{""intent"":""Internship"",""score"":0.0392923243},{""intent"":""Education"",""score"":0.0318677},{""intent"":""languages"",""score"":0.031243816},{""intent"":""skills"",""score"":0.01832448},{""intent"":""workExperience"",""score"":0.00740711},{""intent"":""Research"",""score"":4.99032851E-08}],""entities"":[]}"
"first",04/27/2017 05:17:45,"{""query"":""First "",""intents"":[{""intent"":""None"",""score"":0.18443577},{""intent"":""Education"",""score"":0.156042561},{""intent"":""Interests"",""score"":0.09397894},{""intent"":""skills"",""score"":0.0587119},{""intent"":""languages"",""score"":0.03747309},{""intent"":""Internship"",""score"":0.0331184343},{""intent"":""extraCurricular"",""score"":0.0138081871},{""intent"":""workExperience"",""score"":0.008253962},{""intent"":""Research"",""score"":8.84530346E-06}],""entities"":[]}"
"raghavendra phadnis moot court competition",04/27/2017 05:17:45,"{""query"":""Raghavendra Phadnis Moot Court competition"",""intents"":[{""intent"":""None"",""score"":0.356327266},{""intent"":""Internship"",""score"":0.0863794},{""intent"":""extraCurricular"",""score"":0.05723299},{""intent"":""Interests"",""score"":0.0544674248},{""intent"":""languages"",""score"":0.0421205051},{""intent"":""Education"",""score"":0.0207012817},{""intent"":""workExperience"",""score"":0.0131171886},{""intent"":""skills"",""score"":0.012319251},{""intent"":""Research"",""score"":1.16943433E-07}],""entities"":[]}"
"qualified",04/27/2017 05:17:45,"{""query"":""qualified"",""intents"":[{""intent"":""None"",""score"":0.18443577},{""intent"":""Education"",""score"":0.156042561},{""intent"":""Interests"",""score"":0.09397894},{""intent"":""skills"",""score"":0.0587119},{""intent"":""languages"",""score"":0.03747309},{""intent"":""Internship"",""score"":0.0331184343},{""intent"":""extraCurricular"",""score"":0.0138081871},{""intent"":""workExperience"",""score"":0.008253962},{""intent"":""Research"",""score"":8.84530346E-06}],""entities"":[]}"
"on special mention",04/27/2017 05:17:45,"{""query"":""on Special Mention "",""intents"":[{""intent"":""None"",""score"":0.2649764},{""intent"":""Internship"",""score"":0.06646872},{""intent"":""Interests"",""score"":0.0663525},{""intent"":""Education"",""score"":0.0447563231},{""intent"":""languages"",""score"":0.04188613},{""intent"":""extraCurricular"",""score"":0.0362701379},{""intent"":""skills"",""score"":0.02321013},{""intent"":""workExperience"",""score"":0.0120164212},{""intent"":""Research"",""score"":8.33873E-07}],""entities"":[]}"
"novice moot court",04/27/2017 05:17:49,"{""query"":""Novice Moot Court"",""intents"":[{""intent"":""None"",""score"":0.2649764},{""intent"":""Internship"",""score"":0.06646872},{""intent"":""Interests"",""score"":0.0663525},{""intent"":""Education"",""score"":0.0447563231},{""intent"":""languages"",""score"":0.04188613},{""intent"":""extraCurricular"",""score"":0.0362701379},{""intent"":""skills"",""score"":0.02321013},{""intent"":""workExperience"",""score"":0.0120164212},{""intent"":""Research"",""score"":8.33873E-07}],""entities"":[]}"
"best all round student",04/27/2017 05:18:00,"{""query"":""Best All Round student"",""intents"":[{""intent"":""None"",""score"":0.295224965},{""intent"":""Internship"",""score"":0.08266514},{""intent"":""Interests"",""score"":0.0591978841},{""intent"":""extraCurricular"",""score"":0.04919569},{""intent"":""languages"",""score"":0.04340973},{""intent"":""Education"",""score"":0.0292365178},{""intent"":""skills"",""score"":0.0171178486},{""intent"":""workExperience"",""score"":0.013556256},{""intent"":""Research"",""score"":3.89874657E-07}],""entities"":[]}"
"winner",04/27/2017 05:18:00,"{""query"":""winner"",""intents"":[{""intent"":""None"",""score"":0.18443577},{""intent"":""Education"",""score"":0.156042561},{""intent"":""Interests"",""score"":0.09397894},{""intent"":""skills"",""score"":0.0587119},{""intent"":""languages"",""score"":0.03747309},{""intent"":""Internship"",""score"":0.0331184343},{""intent"":""extraCurricular"",""score"":0.0138081871},{""intent"":""workExperience"",""score"":0.008253962},{""intent"":""Research"",""score"":8.84530346E-06}],""entities"":[]}"
"activities",04/27/2017 05:18:00,"{""query"":""ACTIVITIES"",""intents"":[{""intent"":""extraCurricular"",""score"":0.266892642},{""intent"":""Education"",""score"":0.135396957},{""intent"":""None"",""score"":0.08079596},{""intent"":""Interests"",""score"":0.07607566},{""intent"":""skills"",""score"":0.05450224},{""intent"":""languages"",""score"":0.0293773767},{""intent"":""Internship"",""score"":0.02026613},{""intent"":""workExperience"",""score"":0.0054813535},{""intent"":""Research"",""score"":2.27830083E-06}],""entities"":[]}"
"of interest",04/27/2017 05:18:00,"{""query"":"" OF INTEREST"",""intents"":[{""intent"":""None"",""score"":0.246627167},{""intent"":""Interests"",""score"":0.223516747},{""intent"":""Education"",""score"":0.0634649545},{""intent"":""Internship"",""score"":0.0332734138},{""intent"":""languages"",""score"":0.0329271},{""intent"":""skills"",""score"":0.0288471617},{""intent"":""extraCurricular"",""score"":0.0159949716},{""intent"":""workExperience"",""score"":0.00722606},{""intent"":""Research"",""score"":3.72128852E-07}],""entities"":[]}"
"achievements",04/27/2017 05:18:00,"{""query"":""ACHIEVEMENTS"",""intents"":[{""intent"":""None"",""score"":0.18443577},{""intent"":""Education"",""score"":0.156042561},{""intent"":""Interests"",""score"":0.09397894},{""intent"":""skills"",""score"":0.0587119},{""intent"":""languages"",""score"":0.03747309},{""intent"":""Internship"",""score"":0.0331184343},{""intent"":""extraCurricular"",""score"":0.0138081871},{""intent"":""workExperience"",""score"":0.008253962},{""intent"":""Research"",""score"":8.84530346E-06}],""entities"":[]}"
"nie student of the year award",04/27/2017 05:18:00,"{""query"":""NIE Student of the Year award "",""intents"":[{""intent"":""None"",""score"":0.4232322},{""intent"":""Internship"",""score"":0.107512742},{""intent"":""extraCurricular"",""score"":0.0729980543},{""intent"":""Interests"",""score"":0.05090728},{""intent"":""languages"",""score"":0.0441503},{""intent"":""workExperience"",""score"":0.0152993854},{""intent"":""Education"",""score"":0.0143277263},{""intent"":""skills"",""score"":0.0102659343},{""intent"":""Research"",""score"":7.600233E-08}],""entities"":[]}"
"e-mail id:",04/27/2017 05:18:00,"{""query"":""E-Mail ID: "",""intents"":[{""intent"":""None"",""score"":0.28704378},{""intent"":""extraCurricular"",""score"":0.124805182},{""intent"":""Internship"",""score"":0.09233907},{""intent"":""Interests"",""score"":0.05227407},{""intent"":""languages"",""score"":0.043253012},{""intent"":""Education"",""score"":0.0201001074},{""intent"":""workExperience"",""score"":0.0141350525},{""intent"":""skills"",""score"":0.0130684795},{""intent"":""Research"",""score"":1.74476668E-07}],""entities"":[]}"
"personal information",04/27/2017 05:18:04,"{""query"":""PERSONAL INFORMATION"",""intents"":[{""intent"":""None"",""score"":0.229029223},{""intent"":""Interests"",""score"":0.07676173},{""intent"":""Education"",""score"":0.07649248},{""intent"":""Internship"",""score"":0.049928572},{""intent"":""languages"",""score"":0.03999723},{""intent"":""skills"",""score"":0.0342525952},{""intent"":""extraCurricular"",""score"":0.02435898},{""intent"":""workExperience"",""score"":0.0102837887},{""intent"":""Research"",""score"":2.22212429E-06}],""entities"":[]}"
"linguistic proficiency:",04/27/2017 05:18:04,"{""query"":""Linguistic Proficiency: "",""intents"":[{""intent"":""None"",""score"":0.2649764},{""intent"":""Internship"",""score"":0.06646872},{""intent"":""Interests"",""score"":0.0663525},{""intent"":""Education"",""score"":0.0447563231},{""intent"":""languages"",""score"":0.04188613},{""intent"":""extraCurricular"",""score"":0.0362701379},{""intent"":""skills"",""score"":0.02321013},{""intent"":""workExperience"",""score"":0.0120164212},{""intent"":""Research"",""score"":8.33873E-07}],""entities"":[]}"
"date of birth:",04/27/2017 05:18:04,"{""query"":""Date of Birth:"",""intents"":[{""intent"":""None"",""score"":0.415506929},{""intent"":""Internship"",""score"":0.07520032},{""intent"":""Interests"",""score"":0.0613393523},{""intent"":""extraCurricular"",""score"":0.04494045},{""intent"":""languages"",""score"":0.04094408},{""intent"":""Education"",""score"":0.0265735462},{""intent"":""skills"",""score"":0.0158422049},{""intent"":""workExperience"",""score"":0.012316091},{""intent"":""Research"",""score"":1.79930538E-07}],""entities"":[]}"
"mobile:",04/27/2017 05:18:04,"{""query"":""Mobile:"",""intents"":[{""intent"":""None"",""score"":0.229029223},{""intent"":""Interests"",""score"":0.07676173},{""intent"":""Education"",""score"":0.07649248},{""intent"":""Internship"",""score"":0.049928572},{""intent"":""languages"",""score"":0.03999723},{""intent"":""skills"",""score"":0.0342525952},{""intent"":""extraCurricular"",""score"":0.02435898},{""intent"":""workExperience"",""score"":0.0102837887},{""intent"":""Research"",""score"":2.22212429E-06}],""entities"":[]}"
"objective:",04/27/2017 05:18:16,"{""query"":""OBJECTIVE: \n"",""intents"":[{""intent"":""None"",""score"":0.229029223},{""intent"":""Interests"",""score"":0.07676173},{""intent"":""Education"",""score"":0.07649248},{""intent"":""Internship"",""score"":0.049928572},{""intent"":""languages"",""score"":0.03999723},{""intent"":""skills"",""score"":0.0342525952},{""intent"":""extraCurricular"",""score"":0.02435898},{""intent"":""workExperience"",""score"":0.0102837887},{""intent"":""Research"",""score"":2.22212429E-06}],""entities"":[]}"
"year",04/27/2017 05:18:16,"{""query"":""YEAR \n"",""intents"":[{""intent"":""None"",""score"":0.18443577},{""intent"":""Education"",""score"":0.156042561},{""intent"":""Interests"",""score"":0.09397894},{""intent"":""skills"",""score"":0.0587119},{""intent"":""languages"",""score"":0.03747309},{""intent"":""Internship"",""score"":0.0331184343},{""intent"":""extraCurricular"",""score"":0.0138081871},{""intent"":""workExperience"",""score"":0.008253962},{""intent"":""Research"",""score"":8.84530346E-06}],""entities"":[]}"
"school/college",04/27/2017 05:18:16,"{""query"":""SCHOOL/COLLEGE \n"",""intents"":[{""intent"":""None"",""score"":0.2649764},{""intent"":""Internship"",""score"":0.06646872},{""intent"":""Interests"",""score"":0.0663525},{""intent"":""Education"",""score"":0.0447563231},{""intent"":""languages"",""score"":0.04188613},{""intent"":""extraCurricular"",""score"":0.0362701379},{""intent"":""skills"",""score"":0.02321013},{""intent"":""workExperience"",""score"":0.0120164212},{""intent"":""Research"",""score"":8.33873E-07}],""entities"":[]}"
"qualification",04/27/2017 05:18:16,"{""query"":""QUALIFICATION \n"",""intents"":[{""intent"":""Education"",""score"":0.482394964},{""intent"":""None"",""score"":0.10510537},{""intent"":""Interests"",""score"":0.07567944},{""intent"":""skills"",""score"":0.0587119},{""intent"":""languages"",""score"":0.0310537219},{""intent"":""Internship"",""score"":0.0245785974},{""intent"":""extraCurricular"",""score"":0.0105768414},{""intent"":""workExperience"",""score"":0.006101872},{""intent"":""Research"",""score"":5.26751364E-07}],""entities"":[]}"
"score",04/27/2017 05:18:16,"{""query"":""SCORE  \n"",""intents"":[{""intent"":""None"",""score"":0.18443577},{""intent"":""Education"",""score"":0.156042561},{""intent"":""Interests"",""score"":0.09397894},{""intent"":""skills"",""score"":0.0587119},{""intent"":""languages"",""score"":0.03747309},{""intent"":""Internship"",""score"":0.0331184343},{""intent"":""extraCurricular"",""score"":0.0138081871},{""intent"":""workExperience"",""score"":0.008253962},{""intent"":""Research"",""score"":8.84530346E-06}],""entities"":[]}"
